scaffold	start	end	mid	sites	lnL
chr18	9325841	9326485	9326215	50	-349.54195
chr18	9326491	9327353	9326884	50	-638.36934
chr18	9327356	9328011	9327695	50	-624.01260
chr18	9328016	9328748	9328295	50	-459.87426
chr18	9328750	9329176	9328988	50	-558.43546
chr18	9329188	9329682	9329358	50	-499.26052
chr18	9329687	9330716	9330300	50	-492.14862
chr18	9330723	9331263	9331048	50	-702.91901
chr18	9331270	9332181	9331768	50	-495.84513
chr18	9332188	9332552	9332369	50	-410.74164
chr18	9332553	9333264	9332878	50	-590.25445
chr18	9333329	9333828	9333595	50	-583.22587
chr18	9333845	9334795	9334333	50	-771.49669
chr18	9334854	9335591	9335343	50	-531.89146
chr18	9335592	9336213	9335905	50	-760.76136
chr18	9336219	9336708	9336455	50	-612.88169
chr18	9336721	9337194	9336959	50	-630.04654
chr18	9337197	9338083	9337683	50	-679.06273
chr18	9338088	9339154	9338480	50	-484.52181
chr18	9339155	9339979	9339677	50	-668.57158
chr18	9339980	9340564	9340151	50	-412.27563
chr18	9340566	9340883	9340709	50	-588.81508
chr18	9340920	9341847	9341577	50	-862.48875
chr18	9341864	9342520	9342247	50	-819.54968
chr18	9342529	9343167	9342874	50	-550.10859
chr18	9343275	9343759	9343559	50	-536.49018
chr18	9343761	9344358	9344084	50	-626.19554
chr18	9344360	9344824	9344564	50	-714.05847
chr18	9344827	9346089	9345449	50	-587.46819
chr18	9346103	9347114	9346692	50	-522.08223
chr18	9347119	9347888	9347454	50	-650.70588
chr18	9347894	9348643	9348263	50	-626.35426
chr18	9348648	9349232	9348974	50	-351.96493
chr18	9349245	9349975	9349621	50	-369.90165
chr18	9349978	9350526	9350290	50	-417.87988
chr18	9350575	9351081	9350828	50	-647.71467
chr18	9351082	9351612	9351392	50	-687.93011
chr18	9351623	9352229	9351893	50	-711.74229
chr18	9352238	9352571	9352396	50	-876.34837
chr18	9352576	9355062	9353217	50	-1037.71310
chr18	9355063	9356117	9355549	50	-744.84496
chr18	9356118	9357101	9356500	50	-633.96670
chr18	9357113	9357769	9357394	50	-553.73024
chr18	9357770	9358274	9358003	50	-692.18701
chr18	9358277	9358608	9358440	50	-526.13509
chr18	9358619	9359194	9358947	50	-578.88087
chr18	9359213	9359795	9359547	50	-597.92331
chr18	9359808	9360096	9359946	50	-585.15609
chr18	9360102	9360949	9360530	50	-520.31719
chr18	9361086	9361939	9361535	50	-726.63064
chr18	9361943	9362313	9362173	50	-691.92389
chr18	9362316	9362823	9362562	50	-632.38960
chr18	9362833	9363303	9363081	50	-773.51209
chr18	9363304	9363767	9363507	50	-661.06470
chr18	9363773	9364676	9364187	50	-1007.07191
chr18	9364679	9365031	9364842	50	-472.92997
chr18	9365032	9365893	9365448	50	-548.38943
chr18	9365897	9366227	9366059	50	-421.05281
chr18	9366231	9366971	9366648	50	-335.81311
chr18	9366972	9369035	9368547	50	-605.65129
chr18	9369054	9369402	9369246	50	-452.20648
chr18	9369421	9370182	9369825	50	-451.09035
chr18	9370184	9370932	9370614	50	-697.66176
chr18	9370995	9371656	9371370	50	-580.31990
chr18	9371657	9372239	9371922	50	-577.52170
chr18	9372256	9372949	9372561	50	-517.23849
chr18	9372958	9373374	9373214	50	-536.20469
chr18	9373386	9373756	9373530	50	-785.69331
chr18	9373765	9374319	9373968	50	-682.90117
chr18	9374332	9374965	9374659	50	-701.95820
chr18	9374968	9375993	9375359	50	-411.39738
chr18	9375996	9377271	9376742	50	-612.37245
chr18	9377279	9377824	9377492	50	-405.87579
chr18	9377834	9378851	9378629	50	-585.79808
chr18	9378859	9379314	9379081	50	-372.17422
chr18	9379375	9379923	9379694	50	-352.44371
chr18	9379928	9380803	9380425	50	-561.70963
chr18	9380807	9382084	9381300	50	-538.68489
chr18	9382099	9382794	9382459	50	-549.22581
chr18	9382795	9383922	9383330	50	-531.56047
chr18	9383930	9384487	9384290	50	-534.13281
chr18	9384513	9385142	9384786	50	-639.05244
chr18	9385143	9386805	9386134	50	-662.47945
chr18	9386831	9387704	9387304	50	-441.32426
chr18	9387809	9388316	9388098	50	-566.41448
chr18	9388376	9388861	9388616	50	-492.87046
chr18	9388870	9390070	9389121	50	-770.19979
chr18	9390085	9391678	9390825	50	-527.63211
chr18	9391682	9392177	9391875	50	-428.78265
chr18	9392181	9392766	9392511	50	-715.36949
chr18	9392774	9395922	9394115	50	-474.35652
chr18	9395927	9396862	9396567	50	-732.15552
chr18	9396954	9397483	9397228	50	-565.52426
chr18	9397484	9398133	9397820	50	-733.32016
chr18	9398141	9398660	9398409	50	-822.47224
chr18	9398661	9399328	9399027	50	-621.07930
chr18	9399329	9399903	9399668	50	-727.72450
chr18	9399965	9405724	9400884	50	-584.85491
chr18	9405729	9406228	9405959	50	-429.99809
chr18	9406264	9407115	9406655	50	-928.74821
chr18	9407139	9407660	9407382	50	-648.02743
chr18	9407663	9408195	9407978	50	-551.83784
chr18	9408198	9409447	9409127	50	-640.39254
chr18	9409448	9410089	9409710	50	-346.91284
chr18	9410119	9411063	9410667	50	-455.29922
chr18	9411069	9411619	9411284	50	-430.17182
chr18	9411701	9412329	9411991	50	-661.05522
chr18	9412330	9412676	9412531	50	-475.74342
chr18	9412751	9413793	9413158	50	-1039.87307
chr18	9413795	9414296	9414052	50	-505.94124
chr18	9414316	9414757	9414534	50	-505.98046
chr18	9414774	9416323	9415631	50	-559.53007
chr18	9416331	9417094	9416722	50	-617.77466
chr18	9417098	9417733	9417441	50	-651.60768
chr18	9417742	9418520	9418183	50	-827.96435
chr18	9418522	9419100	9418829	50	-422.68192
chr18	9419102	9419917	9419504	50	-414.63937
chr18	9419919	9420643	9420418	50	-603.68833
chr18	9420644	9421023	9420805	50	-438.04483
chr18	9421038	9421950	9421528	50	-623.30844
chr18	9422009	9422687	9422394	50	-685.98343
chr18	9422696	9423258	9422957	50	-454.70186
chr18	9423260	9423882	9423610	50	-557.55659
chr18	9424058	9424768	9424487	50	-676.81473
chr18	9424818	9425597	9425201	50	-390.98049
chr18	9425600	9426238	9425985	50	-647.53928
chr18	9426318	9426850	9426667	50	-662.61232
chr18	9426867	9427409	9427125	50	-659.05269
chr18	9427410	9428808	9428338	50	-814.00409
chr18	9428813	9429330	9429103	50	-800.87583
chr18	9429331	9430185	9429915	50	-868.92607
chr18	9430186	9430894	9430530	50	-1033.20509
chr18	9430895	9432947	9432280	50	-591.02051
chr18	9432951	9433831	9433241	50	-736.92978
chr18	9433840	9434333	9434092	50	-789.87636
chr18	9434334	9435000	9434677	50	-648.93152
chr18	9435041	9435739	9435372	50	-529.76925
chr18	9435745	9436783	9436398	50	-603.61495
chr18	9436786	9437314	9437031	50	-654.46232
chr18	9437317	9437671	9437501	50	-633.62164
chr18	9437678	9439367	9438252	50	-981.31709
chr18	9439370	9439765	9439559	50	-604.56821
chr18	9439799	9440328	9440045	50	-801.48218
chr18	9440330	9440899	9440558	50	-710.57914
chr18	9440900	9441749	9441235	50	-462.90604
chr18	9441768	9442220	9441992	50	-808.80030
chr18	9442225	9442698	9442426	50	-670.38760
chr18	9442700	9443511	9443154	50	-870.28676
chr18	9443513	9444061	9443747	50	-631.18228
chr18	9444063	9444624	9444366	50	-598.58562
chr18	9444631	9445161	9444871	50	-720.63019
chr18	9445165	9445743	9445552	50	-348.17593
chr18	9445763	9446780	9446340	50	-864.49582
chr18	9446781	9447173	9446983	50	-516.46348
chr18	9447175	9447719	9447490	50	-770.86242
chr18	9447724	9448307	9448050	50	-748.82577
chr18	9448309	9448854	9448532	50	-822.73344
chr18	9448863	9449468	9449153	50	-741.75292
chr18	9449478	9449930	9449713	50	-860.46336
chr18	9449934	9450607	9450287	50	-669.96649
chr18	9450617	9451036	9450813	50	-512.16600
chr18	9451073	9451570	9451281	50	-499.42656
chr18	9451576	9452085	9451785	50	-575.54872
chr18	9452087	9452732	9452421	50	-594.95122
chr18	9452733	9453057	9452899	50	-467.31352
chr18	9453059	9453395	9453225	50	-658.17635
chr18	9453396	9454616	9454000	50	-604.00847
chr18	9454618	9455554	9455009	50	-472.27024
chr18	9455572	9456495	9456106	50	-592.09852
chr18	9456497	9457056	9456821	50	-424.76345
chr18	9457103	9457631	9457349	50	-588.83385
chr18	9457663	9458505	9458197	50	-444.99553
chr18	9458508	9459008	9458724	50	-522.94480
chr18	9459010	9459933	9459335	50	-540.24206
chr18	9459939	9460429	9460171	50	-508.95337
chr18	9460436	9461090	9460807	50	-521.44281
chr18	9461136	9463963	9461598	50	-583.43909
chr18	9463977	9464835	9464317	50	-488.37120
chr18	9464881	9465721	9465305	50	-348.75576
chr18	9465748	9467274	9466640	50	-451.33755
chr18	9467275	9467874	9467539	50	-409.18077
chr18	9467881	9468699	9468240	50	-366.18143
chr18	9468703	9470594	9469122	50	-353.92866
chr18	9470597	9471445	9471064	50	-347.38915
chr18	9471461	9471995	9471774	50	-460.96878
chr18	9471996	9472262	9472144	50	-366.54051
chr18	9472263	9473000	9472546	50	-504.31527
chr18	9473021	9473757	9473508	50	-358.72725
chr18	9473761	9474205	9473992	50	-433.53844
chr18	9474208	9474749	9474477	50	-561.05249
chr18	9474754	9475207	9474995	50	-413.64565
chr18	9475234	9475834	9475487	50	-495.04248
chr18	9475850	9476489	9476040	50	-346.83597
chr18	9476495	9476955	9476710	50	-499.49413
chr18	9476956	9477828	9477309	50	-351.70819
chr18	9477858	9479547	9478709	50	-299.68937
chr18	9479548	9480610	9480094	50	-298.05790
chr18	9480621	9481326	9480979	50	-365.58652
chr18	9481334	9482004	9481731	50	-414.67563
chr18	9482018	9482510	9482266	50	-376.54881
chr18	9482511	9483495	9483013	50	-440.17049
chr18	9483537	9484376	9483993	50	-312.41902
chr18	9484383	9484948	9484669	50	-315.07517
chr18	9484955	9486071	9485216	50	-436.87707
chr18	9486110	9487191	9486733	50	-443.31451
chr18	9487211	9488671	9488054	50	-466.75243
chr18	9488696	9489469	9489028	50	-340.62242
chr18	9489480	9490332	9489861	50	-335.25678
chr18	9490339	9490785	9490588	50	-505.55212
chr18	9490815	9491458	9491175	50	-590.16571
chr18	9491467	9491757	9491615	50	-489.22634
chr18	9491763	9492405	9492031	50	-677.61750
chr18	9492444	9493250	9493015	50	-674.05584
chr18	9493253	9494377	9493606	50	-597.60561
chr18	9494378	9495300	9494791	50	-845.79153
chr18	9495304	9495615	9495464	50	-513.66099
chr18	9495625	9496233	9495861	50	-624.64765
chr18	9496235	9496914	9496572	50	-755.70201
chr18	9496934	9497297	9497114	50	-741.77879
chr18	9497299	9497978	9497565	50	-577.83509
chr18	9497988	9498668	9498389	50	-736.39822
chr18	9498673	9499810	9499321	50	-784.07562
chr18	9499816	9500516	9500169	50	-561.34178
chr18	9500520	9501946	9501094	50	-582.86577
chr18	9501948	9502381	9502180	50	-585.50984
chr18	9502386	9503036	9502693	50	-414.35813
chr18	9503044	9503678	9503307	50	-544.45753
chr18	9503705	9504637	9504051	50	-601.20759
chr18	9504662	9505029	9504870	50	-603.65796
chr18	9505036	9505693	9505348	50	-888.94442
chr18	9505700	9507013	9506532	50	-619.44864
chr18	9507028	9507599	9507316	50	-523.01175
chr18	9507605	9508198	9507867	50	-542.63128
chr18	9508199	9508752	9508482	50	-543.81185
chr18	9508755	9509532	9509138	50	-514.82833
chr18	9509536	9509902	9509742	50	-570.66165
chr18	9509983	9511165	9510877	50	-423.93374
chr18	9511168	9511658	9511411	50	-499.96804
chr18	9511662	9512478	9512039	50	-796.07863
chr18	9512505	9512904	9512699	50	-754.38096
chr18	9512913	9513830	9513409	50	-823.82455
chr18	9513831	9514212	9513997	50	-685.73312
chr18	9514213	9514609	9514384	50	-475.62315
chr18	9514611	9515597	9514961	50	-758.32333
chr18	9515598	9516256	9515931	50	-623.03130
chr18	9516260	9516742	9516519	50	-549.09889
chr18	9516745	9517672	9517088	50	-797.24144
chr18	9517676	9518056	9517856	50	-596.64775
chr18	9518061	9518665	9518378	50	-733.22173
chr18	9518905	9519347	9519121	50	-757.94873
chr18	9519366	9520119	9519656	50	-662.79858
chr18	9520120	9520632	9520405	50	-814.75632
chr18	9520640	9521158	9520906	50	-720.51164
chr18	9521163	9521768	9521486	50	-669.27153
chr18	9521774	9522207	9521991	50	-563.32652
chr18	9522210	9522893	9522606	50	-660.00596
chr18	9522897	9523530	9523119	50	-604.18773
chr18	9523534	9524372	9523949	50	-690.24279
chr18	9524389	9525848	9525287	50	-732.26598
chr18	9525868	9527198	9526536	50	-751.00557
chr18	9527227	9527665	9527451	50	-578.41040
chr18	9527669	9528799	9528129	50	-483.39699
chr18	9528807	9529187	9528990	50	-642.14285
chr18	9529188	9530081	9529609	50	-617.09948
chr18	9530089	9530680	9530331	50	-585.64628
chr18	9530689	9531716	9531390	50	-673.47556
chr18	9531726	9532231	9532011	50	-661.79478
chr18	9532233	9532714	9532503	50	-789.14447
chr18	9532726	9533099	9532896	50	-644.23250
chr18	9533103	9533542	9533306	50	-836.23152
chr18	9533548	9534174	9533878	50	-854.51422
chr18	9534204	9534954	9534597	50	-555.74921
chr18	9534959	9535675	9535334	50	-505.70251
chr18	9535689	9536583	9536017	50	-675.18989
chr18	9536591	9537062	9536855	50	-487.06950
chr18	9537073	9537733	9537374	50	-561.28574
chr18	9537740	9538402	9538063	50	-379.08537
chr18	9538432	9538857	9538625	50	-565.15763
chr18	9538860	9539755	9539282	50	-704.63430
chr18	9539772	9540623	9540180	50	-662.89281
chr18	9540643	9541386	9540994	50	-796.96162
chr18	9541391	9541735	9541561	50	-438.88736
chr18	9541736	9542025	9541889	50	-520.08145
chr18	9542027	9543627	9542737	50	-695.51985
chr18	9543642	9544745	9544144	50	-550.59737
chr18	9544763	9545353	9545072	50	-458.06560
chr18	9545362	9546463	9545741	50	-345.20391
chr18	9546535	9547662	9547053	50	-337.31258
chr18	9547670	9548340	9548071	50	-286.54702
chr18	9548356	9549186	9548751	50	-337.18765
chr18	9549190	9550259	9549559	50	-356.77502
chr18	9550271	9551000	9550616	50	-381.70361
chr18	9551010	9551540	9551245	50	-325.50291
chr18	9551543	9552047	9551796	50	-327.04987
chr18	9552049	9552681	9552392	50	-313.46285
chr18	9552684	9553162	9552877	50	-369.59305
chr18	9553167	9554093	9553549	50	-360.77172
chr18	9554098	9554956	9554460	50	-395.41946
chr18	9554959	9555626	9555345	50	-369.38478
chr18	9555629	9556283	9555923	50	-481.56630
chr18	9556302	9556995	9556561	50	-407.41791
chr18	9556996	9557956	9557364	50	-534.55824
chr18	9557978	9558701	9558414	50	-485.61674
chr18	9558704	9559319	9558963	50	-419.42523
chr18	9559322	9560071	9559673	50	-458.08371
chr18	9560085	9561232	9560868	50	-404.30043
chr18	9561234	9561758	9561524	50	-353.34532
chr18	9561763	9562053	9561914	50	-391.40156
chr18	9562059	9562547	9562312	50	-339.96852
chr18	9562554	9563150	9562885	50	-321.45244
chr18	9563185	9563946	9563690	50	-363.27705
chr18	9563955	9564826	9564501	50	-368.78763
chr18	9564832	9565610	9565319	50	-391.39991
chr18	9565611	9566250	9565874	50	-378.70813
chr18	9566256	9567123	9566689	50	-310.53116
chr18	9567129	9568049	9567629	50	-324.30063
chr18	9568066	9568892	9568579	50	-292.66403
chr18	9568895	9569260	9569102	50	-398.11254
chr18	9569262	9569808	9569524	50	-459.45208
chr18	9569809	9570262	9569987	50	-319.76247
chr18	9570273	9571258	9570771	50	-383.83900
chr18	9571270	9571848	9571561	50	-303.23933
chr18	9571849	9572600	9572259	50	-361.77010
chr18	9572620	9574666	9573426	50	-332.99338
chr18	9574670	9575511	9575095	50	-369.66417
chr18	9575524	9576221	9575846	50	-357.96170
chr18	9576226	9576646	9576438	50	-358.68700
chr18	9576676	9577292	9576991	50	-472.61394
chr18	9577303	9577915	9577643	50	-473.02396
chr18	9577918	9578560	9578230	50	-559.46042
chr18	9578561	9579192	9578897	50	-477.57425
chr18	9579200	9580386	9579838	50	-626.59586
chr18	9580390	9582849	9580927	50	-564.05146
chr18	9582857	9583316	9583055	50	-547.79022
chr18	9583318	9583776	9583572	50	-714.68762
chr18	9583779	9584412	9584033	50	-724.59898
chr18	9584425	9585081	9584784	50	-748.59505
chr18	9585092	9585751	9585422	50	-583.01545
chr18	9585762	9586495	9586134	50	-824.50226
chr18	9586523	9587329	9586865	50	-704.15587
chr18	9587330	9588143	9587628	50	-550.98141
chr18	9588147	9588855	9588444	50	-583.99910
chr18	9588856	9589334	9589057	50	-732.03996
chr18	9589336	9589680	9589491	50	-502.13381
chr18	9589687	9590476	9590102	50	-638.10351
chr18	9590483	9590965	9590773	50	-647.75643
chr18	9590976	9591703	9591361	50	-498.12746
chr18	9591712	9592619	9592165	50	-668.93655
chr18	9592621	9594706	9593807	50	-788.36201
chr18	9594709	9595248	9594939	50	-683.05206
chr18	9595278	9595873	9595625	50	-511.15513
chr18	9595880	9596337	9596119	50	-510.54473
chr18	9596347	9596943	9596710	50	-791.76183
chr18	9596958	9597787	9597285	50	-767.54911
chr18	9597793	9598214	9597975	50	-473.38314
chr18	9598226	9598766	9598458	50	-431.62267
chr18	9598767	9599264	9599084	50	-562.07933
chr18	9599267	9599691	9599544	50	-805.07690
chr18	9599699	9600113	9599916	50	-469.59327
chr18	9600114	9600637	9600367	50	-550.02591
chr18	9600647	9601258	9601006	50	-824.92221
chr18	9601262	9601835	9601555	50	-775.66183
chr18	9601847	9602424	9602182	50	-367.29250
chr18	9602426	9602822	9602619	50	-389.34277
chr18	9602825	9603325	9603066	50	-602.45433
chr18	9603335	9604447	9603824	50	-751.20707
chr18	9604453	9604995	9604767	50	-743.82936
chr18	9604999	9605673	9605351	50	-618.15932
chr18	9605680	9606402	9606053	50	-620.94496
chr18	9606439	9607075	9606753	50	-910.08208
chr18	9607098	9609045	9608218	50	-765.43370
chr18	9609046	9609386	9609256	50	-456.39576
chr18	9609388	9609811	9609542	50	-729.64823
chr18	9609818	9610194	9609997	50	-591.76279
chr18	9610203	9610676	9610482	50	-650.93557
chr18	9610678	9611349	9611052	50	-862.82883
chr18	9611350	9612116	9611794	50	-560.11917
chr18	9612126	9612731	9612395	50	-495.89308
chr18	9612736	9613702	9613127	50	-805.56981
chr18	9613708	9614377	9614030	50	-742.79616
chr18	9614477	9615974	9615507	50	-758.75366
chr18	9615984	9616422	9616215	50	-582.96030
chr18	9616423	9616825	9616611	50	-662.31155
chr18	9616832	9617480	9617120	50	-433.69639
chr18	9617487	9618260	9617909	50	-556.11435
chr18	9618261	9618909	9618667	50	-495.41338
chr18	9618927	9620037	9619437	50	-520.15450
chr18	9620040	9621204	9620773	50	-774.24749
chr18	9621208	9622287	9621552	50	-591.09517
chr18	9622290	9622667	9622488	50	-713.37426
chr18	9622691	9623220	9622974	50	-524.27237
chr18	9623229	9623612	9623422	50	-621.48233
chr18	9623621	9623994	9623799	50	-680.94984
chr18	9624005	9625063	9624372	50	-567.27563
chr18	9625070	9625956	9625406	50	-743.88558
chr18	9625962	9626368	9626161	50	-402.80581
chr18	9626379	9626864	9626624	50	-502.83741
chr18	9626871	9627404	9627184	50	-671.51285
chr18	9627416	9627983	9627798	50	-547.87380
chr18	9627985	9628590	9628266	50	-470.55302
chr18	9628597	9629336	9628987	50	-494.81387
chr18	9629349	9629836	9629661	50	-719.03482
chr18	9629841	9630541	9630152	50	-432.81716
chr18	9630549	9631046	9630873	50	-511.62799
chr18	9631047	9632608	9632042	50	-679.04133
chr18	9632610	9633147	9632942	50	-536.15054
chr18	9633149	9633580	9633373	50	-565.41945
chr18	9633582	9634224	9633958	50	-771.71538
chr18	9634256	9635119	9634640	50	-672.36906
chr18	9635135	9635800	9635535	50	-773.27016
chr18	9635801	9636373	9636139	50	-664.35526
chr18	9636389	9637195	9636794	50	-429.13544
chr18	9637197	9637765	9637455	50	-660.70987
chr18	9637768	9639896	9639346	50	-449.00180
chr18	9639897	9641131	9640489	50	-471.27627
chr18	9641145	9642140	9641535	50	-472.77874
chr18	9642164	9642689	9642423	50	-740.20990
chr18	9642692	9643310	9643030	50	-546.87253
chr18	9643334	9644064	9643794	50	-546.76184
chr18	9644072	9644704	9644450	50	-606.06248
chr18	9644730	9645173	9644953	50	-503.98609
chr18	9645176	9647162	9646433	50	-545.22100
chr18	9647172	9647691	9647458	50	-518.62850
chr18	9647694	9648308	9648054	50	-622.23726
chr18	9648317	9652090	9649690	50	-526.75600
chr18	9652182	9652785	9652515	50	-548.11531
chr18	9652796	9653146	9653002	50	-721.27643
chr18	9653147	9655604	9654726	50	-874.33140
chr18	9655611	9656299	9655865	50	-579.99278
chr18	9656343	9656834	9656561	50	-460.12469
chr18	9656835	9657545	9657270	50	-674.23327
chr18	9657547	9657993	9657780	50	-548.56742
chr18	9657995	9658484	9658186	50	-706.53093
chr18	9658492	9659210	9658854	50	-572.65496
chr18	9659212	9659916	9659552	50	-609.92496
chr18	9659919	9660284	9660098	50	-398.45586
chr18	9660292	9660966	9660646	50	-401.47340
chr18	9660968	9661611	9661309	50	-838.23674
chr18	9661615	9662294	9661926	50	-689.10169
chr18	9662303	9662707	9662516	50	-535.12626
chr18	9662727	9663215	9663019	50	-723.63240
chr18	9663225	9663817	9663476	50	-477.08016
chr18	9663845	9664289	9664020	50	-494.81690
chr18	9664296	9664910	9664613	50	-655.35317
chr18	9664969	9665729	9665394	50	-613.90493
chr18	9665743	9666638	9666195	50	-490.86400
chr18	9666674	9667566	9667296	50	-604.42767
chr18	9667567	9668186	9667867	50	-1004.29034
chr18	9668191	9669066	9668502	50	-747.44039
chr18	9669105	9670054	9669507	50	-761.32579
chr18	9670056	9670522	9670294	50	-736.25332
chr18	9670525	9671260	9670919	50	-652.86718
chr18	9671262	9671769	9671486	50	-520.64524
chr18	9671770	9672187	9671934	50	-677.01254
chr18	9672193	9673292	9672848	50	-521.58355
chr18	9673303	9673847	9673500	50	-890.35461
chr18	9673848	9674293	9674087	50	-475.93069
chr18	9674294	9674759	9674490	50	-563.11625
chr18	9674772	9675329	9675078	50	-677.53748
chr18	9675722	9676505	9676119	50	-721.35520
chr18	9676518	9677135	9676790	50	-572.18308
chr18	9677149	9677715	9677474	50	-574.21554
chr18	9677716	9678111	9677933	50	-457.96469
chr18	9678122	9679013	9678599	50	-729.68686
chr18	9679018	9679602	9679314	50	-537.61984
chr18	9679608	9680073	9679892	50	-508.23995
chr18	9680074	9680700	9680341	50	-798.91743
chr18	9680739	9681109	9680937	50	-720.35532
chr18	9681111	9681740	9681494	50	-728.24142
chr18	9681741	9682299	9681938	50	-727.63289
chr18	9682366	9683043	9682749	50	-667.39362
chr18	9683046	9683791	9683449	50	-511.14219
chr18	9683794	9684621	9684339	50	-525.54750
chr18	9684623	9686516	9685723	50	-776.33700
chr18	9686519	9686981	9686745	50	-717.60256
chr18	9687346	9688130	9687759	50	-725.17031
chr18	9688150	9690201	9689438	50	-850.00594
chr18	9690204	9690627	9690440	50	-664.65368
chr18	9690646	9691628	9691122	50	-613.73731
chr18	9691633	9692449	9692021	50	-595.97743
chr18	9692454	9693299	9692928	50	-779.16121
chr18	9693304	9693859	9693562	50	-720.65494
chr18	9694024	9694878	9694596	50	-751.74008
chr18	9694883	9695794	9695388	50	-896.05421
chr18	9695801	9696316	9696055	50	-522.13498
chr18	9696317	9697205	9696790	50	-647.98104
chr18	9697206	9697910	9697626	50	-583.82628
chr18	9697930	9699110	9698592	50	-599.25078
chr18	9699118	9700079	9699600	50	-657.17707
chr18	9700092	9700444	9700275	50	-475.72853
chr18	9700455	9700934	9700735	50	-457.00566
chr18	9700936	9701659	9701242	50	-555.42069
chr18	9701666	9702043	9701867	50	-357.37634
chr18	9702044	9703296	9702611	50	-436.76245
chr18	9703329	9703775	9703487	50	-607.30461
chr18	9703776	9704313	9704103	50	-526.35811
chr18	9704316	9704997	9704700	50	-601.07281
chr18	9705048	9705435	9705234	50	-554.94696
chr18	9705448	9705851	9705650	50	-538.20124
chr18	9705858	9706660	9706176	50	-870.20646
chr18	9706676	9707103	9706899	50	-764.98638
chr18	9707108	9707911	9707624	50	-661.49331
chr18	9707916	9708803	9708189	50	-568.09057
chr18	9708836	9710026	9709408	50	-889.53286
chr18	9710050	9713057	9710698	50	-495.01565
chr18	9713084	9713798	9713370	50	-426.02177
chr18	9713852	9714935	9714442	50	-393.80077
chr18	9714943	9715487	9715185	50	-336.32843
chr18	9715509	9716338	9715959	50	-668.80777
chr18	9716339	9716901	9716604	50	-875.11205
chr18	9716906	9719738	9718483	50	-788.87231
chr18	9719742	9720347	9720023	50	-689.54083
chr18	9720350	9720912	9720645	50	-644.80788
chr18	9720954	9721823	9721355	50	-530.66847
chr18	9721830	9722388	9722113	50	-691.88897
chr18	9722393	9723329	9722829	50	-703.44482
chr18	9723333	9723844	9723557	50	-675.94676
chr18	9723859	9724507	9724131	50	-680.13019
chr18	9724509	9725224	9724778	50	-653.11275
chr18	9725230	9725616	9725423	50	-755.07272
chr18	9725643	9726378	9726077	50	-586.32460
chr18	9726419	9727305	9726889	50	-632.86780
chr18	9727319	9728616	9728237	50	-421.91817
chr18	9728622	9729362	9728981	50	-740.86024
chr18	9729367	9730523	9730088	50	-708.92391
chr18	9730529	9730955	9730738	50	-526.04270
chr18	9730981	9731835	9731400	50	-817.21593
chr18	9731838	9732338	9732100	50	-539.35450
chr18	9732340	9733026	9732635	50	-777.78857
chr18	9733029	9733696	9733405	50	-919.52609
chr18	9733699	9734573	9734099	50	-634.50652
chr18	9734576	9735489	9734939	50	-760.33989
chr18	9735490	9736051	9735736	50	-591.21051
chr18	9736057	9736941	9736563	50	-569.40949
chr18	9736942	9738004	9737353	50	-688.64801
chr18	9738005	9738754	9738425	50	-610.83360
chr18	9738776	9739075	9738947	50	-508.54616
chr18	9739076	9740060	9739468	50	-806.92931
chr18	9740068	9740647	9740393	50	-758.17307
chr18	9740648	9741209	9740922	50	-529.65593
chr18	9741231	9742161	9741624	50	-610.85749
chr18	9742193	9742773	9742462	50	-650.60537
chr18	9742774	9743205	9743003	50	-673.80324
chr18	9743210	9743716	9743471	50	-607.83669
chr18	9743736	9744801	9744303	50	-564.54444
chr18	9744817	9745240	9745045	50	-743.94272
chr18	9745242	9745842	9745645	50	-514.86040
chr18	9745851	9746746	9746444	50	-749.34328
chr18	9746748	9747541	9747130	50	-607.33465
chr18	9747559	9747876	9747742	50	-755.20313
chr18	9747877	9748437	9748174	50	-670.77328
chr18	9748441	9748763	9748605	50	-667.96703
chr18	9748767	9749442	9749097	50	-869.57197
chr18	9749480	9750503	9749969	50	-860.61997
chr18	9750508	9751456	9751055	50	-739.12675
chr18	9751466	9752693	9752269	50	-498.84129
chr18	9752694	9753343	9752948	50	-624.46090
chr18	9753353	9754887	9754316	50	-693.04360
chr18	9754894	9755556	9755145	50	-729.75517
chr18	9755573	9756032	9755851	50	-740.06806
chr18	9756049	9756606	9756350	50	-605.94976
chr18	9756629	9757431	9757084	50	-668.28911
chr18	9757437	9757856	9757698	50	-461.58549
chr18	9757858	9758704	9758339	50	-799.46418
chr18	9758720	9759613	9759206	50	-710.22099
chr18	9759614	9760484	9759891	50	-705.64391
chr18	9760523	9761502	9760918	50	-599.76649
chr18	9761505	9761903	9761760	50	-483.83492
chr18	9761909	9763068	9762447	50	-502.74334
chr18	9763098	9763917	9763626	50	-711.28079
chr18	9763928	9764528	9764157	50	-458.54272
chr18	9764571	9765292	9764940	50	-560.99289
chr18	9765297	9765599	9765431	50	-703.85302
chr18	9765601	9766083	9765835	50	-804.26225
chr18	9766085	9766926	9766404	50	-696.53764
chr18	9766928	9767673	9767310	50	-763.95344
chr18	9767676	9769761	9768502	50	-721.10390
chr18	9769762	9770478	9770198	50	-792.05428
chr18	9770480	9771338	9770936	50	-715.41617
chr18	9771356	9771841	9771590	50	-672.67700
chr18	9771872	9772614	9772208	50	-848.89843
chr18	9772615	9773298	9773019	50	-590.27553
