scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr18,9135001,9155000,9144771,1628,1042,24.8879,6.8788,0.5669,0.2445,0.176
chr18,9140001,9160000,9149397,1510,959,28.6521,7.0819,0.6036,0.3002,0.1901
chr18,9145001,9165000,9154960,1598,995,24.9303,4.7496,0.6799,0.2223,0.1507
chr18,9150001,9170000,9160287,1595,988,19.0103,5.953,0.5231,0.1634,0.1046
chr18,9155001,9175000,9164931,1521,931,12.4986,4.96,0.4318,0.0908,0.0637
chr18,9160001,9180000,9169872,1702,1007,10.2934,8.9186,0.0716,0.0133,0.0104
chr18,9165001,9185000,9175424,1666,999,12.2266,12.7089,-0.0193,-0.005,-0.0038
chr18,9170001,9190000,9180528,1699,1057,19.8047,13.4885,0.1897,0.0599,0.0459
chr18,9175001,9195000,9185002,1867,1155,22.8021,14.0737,0.2367,0.0852,0.0619
chr18,9180001,9200000,9190193,1829,1182,28.0852,11.9944,0.4015,0.1941,0.1265
chr18,9185001,9205000,9193580,1546,1006,27.9027,7.7237,0.5664,0.3474,0.2188
chr18,9190001,9210000,9199837,1642,1041,36.6296,8.591,0.62,0.4601,0.2717
chr18,9195001,9215000,9205848,1666,1049,39.5341,8.6797,0.6399,0.4785,0.2923
chr18,9200001,9220000,9211467,1757,1116,38.465,9.0121,0.6204,0.3748,0.2553
chr18,9205001,9225000,9214164,1942,1265,41.9438,9.9553,0.6164,0.3481,0.2453
chr18,9210001,9230000,9219615,1901,1237,36.0236,10.2975,0.5554,0.2647,0.1999
chr18,9215001,9235000,9224593,1810,1182,39.3548,9.7442,0.6031,0.2954,0.2283
chr18,9220001,9240000,9230477,1754,1118,41.9357,10.0272,0.6141,0.3071,0.2469
chr18,9225001,9245000,9234648,1788,1099,36.7513,13.0365,0.4763,0.2117,0.1687
chr18,9230001,9250000,9239851,1704,1047,28.334,10.8749,0.4453,0.1688,0.1366
chr18,9235001,9255000,9245011,1725,1074,23.6236,12.6049,0.3041,0.1117,0.0892
chr18,9240001,9260000,9250749,1768,1127,18.8451,12.3222,0.2093,0.0782,0.0581
chr18,9245001,9265000,9255442,1889,1218,23.7441,10.7326,0.3774,0.1832,0.1272
chr18,9250001,9270000,9260221,1953,1265,23.8472,13.8194,0.2662,0.169,0.1016
chr18,9255001,9275000,9265000,2055,1306,26.1581,13.8142,0.3088,0.2006,0.1126
chr18,9260001,9280000,9270070,2027,1280,29.25,13.9271,0.3549,0.2369,0.1393
chr18,9265001,9285000,9275172,2041,1275,29.6019,12.4092,0.4092,0.2323,0.1461
chr18,9270001,9290000,9277723,1603,1004,26.3654,8.2406,0.5237,0.275,0.1857
chr18,9275001,9295000,9284222,1559,996,21.3959,10.811,0.3287,0.148,0.104
chr18,9280001,9300000,9290448,1513,936,19.1383,8.9105,0.3646,0.1392,0.1013
chr18,9285001,9305000,9295337,1153,727,13.68,7.8227,0.2724,0.1015,0.073
chr18,9290001,9310000,9298383,1409,877,16.0831,8.8121,0.2921,0.1115,0.0768
chr18,9295001,9315000,9305129,1383,838,21.5071,5.2294,0.6088,0.2918,0.1947
chr18,9300001,9320000,9311684,1372,865,27.0248,5.0247,0.6864,0.4215,0.2629
chr18,9305001,9325000,9314451,1403,889,29.5601,5.9993,0.6626,0.4429,0.2722
chr18,9310001,9330000,9319799,1626,1051,38.7885,7.0407,0.6927,0.4543,0.3087
chr18,9315001,9335000,9325774,1639,1072,37.4475,6.1864,0.7164,0.4463,0.3051
chr18,9320001,9340000,9331253,1666,1095,37.8056,6.7603,0.6966,0.4235,0.2951
chr18,9325001,9345000,9335231,2083,1319,38.0703,9.0766,0.615,0.347,0.2384
chr18,9330001,9350000,9340119,2022,1289,31.1028,8.6572,0.5645,0.2991,0.1993
chr18,9335001,9355000,9344519,1964,1240,30.0464,9.6974,0.512,0.2737,0.1823
chr18,9340001,9360000,9349784,2046,1253,23.7298,10.9384,0.369,0.1656,0.1092
chr18,9345001,9365000,9355587,2028,1267,25.2906,11.4097,0.3782,0.1789,0.115
chr18,9350001,9370000,9359771,1942,1181,33.4811,10.3159,0.5289,0.295,0.1769
chr18,9355001,9375000,9365226,2155,1345,40.6473,11.1765,0.5687,0.3221,0.2011
chr18,9360001,9380000,9369796,2001,1253,36.9182,9.9333,0.576,0.3242,0.2056
chr18,9365001,9385000,9374778,1777,1096,33.1623,7.8177,0.6185,0.2881,0.1973
chr18,9370001,9390000,9378961,1756,1100,22.9425,8.3783,0.465,0.1738,0.1275
chr18,9375001,9395000,9384369,1390,848,13.9895,5.5779,0.4299,0.1255,0.0983
chr18,9380001,9400000,9390713,1491,935,23.8111,7.0547,0.5429,0.2403,0.1828
chr18,9385001,9405000,9393611,1180,757,21.5877,5.1189,0.6167,0.3501,0.2635
chr18,9390001,9410000,9400061,1253,801,25.4395,6.7822,0.579,0.3971,0.293
chr18,9395001,9415000,9405809,1471,943,23.5072,8.3885,0.474,0.3271,0.219
chr18,9400001,9420000,9412160,1359,871,20.4098,7.6445,0.455,0.2544,0.1792
chr18,9405001,9425000,9415260,1796,1139,24.0646,10.0287,0.4117,0.1935,0.1413
chr18,9410001,9430000,9420224,1858,1175,19.8669,8.9401,0.3793,0.1426,0.1034
chr18,9415001,9435000,9425166,1780,1127,20.5328,9.6178,0.362,0.136,0.1
chr18,9420001,9440000,9429871,1880,1165,18.1433,8.694,0.3521,0.1178,0.0872
chr18,9425001,9445000,9435329,1950,1211,17.238,10.8364,0.228,0.0814,0.0571
chr18,9430001,9450000,9440790,2056,1283,19.8397,12.3111,0.2342,0.0862,0.0615
chr18,9435001,9455000,9445300,2211,1386,19.5875,11.3931,0.2645,0.0821,0.0617
chr18,9440001,9460000,9449572,2168,1383,14.9276,13.2483,0.0596,0.0172,0.0122
chr18,9445001,9465000,9453461,1876,1218,13.9125,10.448,0.1422,0.0359,0.0259
chr18,9450001,9470000,9458365,1582,1034,11.4932,7.2852,0.2241,0.0466,0.0343
chr18,9455001,9475000,9465281,1491,972,10.9755,6.1624,0.2808,0.0569,0.0419
chr18,9460001,9480000,9470682,1387,906,9.655,3.6043,0.4563,0.0807,0.0618
chr18,9465001,9485000,9475148,1490,969,7.8592,2.5466,0.5105,0.0758,0.0603
chr18,9470001,9490000,9479158,1478,965,6.8865,4.1658,0.2462,0.0406,0.0326
chr18,9475001,9495000,9485590,1507,947,7.3758,4.7402,0.2175,0.0387,0.031
chr18,9480001,9500000,9491311,1783,1116,17.9841,7.7059,0.4001,0.1105,0.0847
chr18,9485001,9505000,9495832,1877,1167,22.8822,9.3678,0.4191,0.1485,0.1099
chr18,9490001,9510000,9499926,2117,1304,27.6152,10.2038,0.4604,0.1804,0.1348
chr18,9495001,9515000,9504725,2091,1335,31.4341,11.2783,0.4719,0.2056,0.1494
chr18,9500001,9520000,9510498,2035,1297,24.8746,10.904,0.3905,0.1694,0.1248
chr18,9505001,9525000,9514983,2059,1313,29.2448,11.5596,0.4334,0.1749,0.136
chr18,9510001,9530000,9519857,1992,1289,27.5843,11.5648,0.4092,0.1515,0.1158
chr18,9515001,9535000,9524824,2061,1346,25.3551,13.6294,0.3008,0.0983,0.0769
chr18,9520001,9540000,9529901,1960,1307,23.347,11.277,0.3486,0.0995,0.0813
chr18,9525001,9545000,9534551,1881,1246,18.2454,9.2788,0.3258,0.0656,0.0551
chr18,9530001,9550000,9538797,1729,1132,16.5077,6.9233,0.409,0.0663,0.0569
chr18,9535001,9555000,9544672,1625,1034,14.0151,2.74,0.6729,0.0772,0.0687
chr18,9540001,9560000,9550386,1641,1016,15.4844,2.0055,0.7707,0.0802,0.0704
chr18,9545001,9565000,9555518,1661,1057,13.3878,1.9048,0.7509,0.074,0.0645
chr18,9550001,9570000,9559810,1760,1140,13.6487,2.3914,0.7018,0.0727,0.0642
chr18,9555001,9575000,9564229,1638,1098,11.773,2.6648,0.6309,0.0677,0.0592
chr18,9560001,9580000,9569977,1626,1093,12.8318,4.3724,0.4917,0.0703,0.0615
chr18,9565001,9585000,9575234,1593,1060,15.5264,5.6433,0.4669,0.0974,0.0833
chr18,9570001,9590000,9580954,1742,1123,21.7394,6.474,0.5411,0.1695,0.1359
chr18,9575001,9595000,9585160,1847,1144,24.1328,7.4973,0.5259,0.1888,0.1467
chr18,9580001,9600000,9590910,2027,1280,24.0588,8.0111,0.5004,0.1944,0.1424
chr18,9585001,9605000,9595336,2223,1404,33.2297,8.1662,0.6055,0.2855,0.1996
chr18,9590001,9610000,9600008,2104,1337,26.8286,8.7109,0.5098,0.241,0.1607
chr18,9595001,9615000,9604445,2212,1429,28.2511,10.4427,0.4602,0.234,0.1546
chr18,9600001,9620000,9609800,2077,1335,27.9233,8.7209,0.524,0.2552,0.175
chr18,9605001,9625000,9615222,1973,1217,16.385,7.8132,0.3542,0.1023,0.0737
chr18,9610001,9630000,9619959,2048,1276,17.6009,7.5655,0.3988,0.101,0.0713
chr18,9615001,9635000,9625162,2013,1270,18.5747,5.9496,0.5148,0.1255,0.0903
chr18,9620001,9640000,9629573,1870,1149,15.6516,6.4716,0.415,0.1121,0.0771
chr18,9625001,9645000,9634569,1821,1163,22.8228,6.9972,0.5307,0.2344,0.1495
chr18,9630001,9650000,9639140,1596,1020,26.268,6.7256,0.5923,0.3755,0.2483
chr18,9635001,9655000,9643928,1320,831,32.3763,7.2268,0.635,0.5201,0.3206
chr18,9640001,9660000,9650447,1478,945,33.3888,7.867,0.6186,0.443,0.2776
chr18,9645001,9665000,9656697,1597,1014,27.1009,8.2586,0.5329,0.2951,0.2008
chr18,9650001,9670000,9661209,1790,1139,21.8487,9.3178,0.4021,0.1758,0.1224
chr18,9655001,9675000,9665254,2172,1362,15.7719,8.9633,0.2753,0.0803,0.0578
chr18,9660001,9680000,9670196,2194,1376,17.4948,8.9375,0.3237,0.0817,0.0598
chr18,9665001,9685000,9675327,2225,1395,15.7373,8.7085,0.2875,0.061,0.0447
chr18,9670001,9690000,9678880,2030,1259,15.4358,6.7846,0.3893,0.0724,0.0547
chr18,9675001,9695000,9684502,1946,1218,13.9022,5.6925,0.419,0.0726,0.055
chr18,9680001,9700000,9689743,1873,1192,18.8529,6.053,0.5139,0.1142,0.0909
chr18,9685001,9705000,9695759,1794,1167,20.9411,6.4518,0.5289,0.1439,0.1164
chr18,9690001,9710000,9699725,1999,1333,22.6524,7.8906,0.4833,0.1607,0.1235
chr18,9695001,9715000,9703396,1651,1107,18.8766,7.4529,0.4339,0.1565,0.1151
chr18,9700001,9720000,9708782,1575,1041,13.0109,6.2326,0.3522,0.1299,0.0892
chr18,9705001,9725000,9715375,1603,1044,14.8081,4.9279,0.5006,0.2136,0.1417
chr18,9710001,9730000,9721091,1479,931,14.7432,4.3645,0.5432,0.2509,0.1689
chr18,9715001,9735000,9725197,1839,1157,21.3392,7.8984,0.4597,0.2296,0.1687
chr18,9720001,9740000,9729831,1903,1215,21.2327,8.4737,0.4295,0.214,0.1533
chr18,9725001,9745000,9735672,1962,1253,21.4118,9.3378,0.3927,0.1615,0.1189
chr18,9730001,9750000,9740103,2114,1357,23.573,11.0952,0.3599,0.1464,0.1047
chr18,9735001,9755000,9744738,1983,1272,20.2078,8.1008,0.4277,0.1464,0.1072
chr18,9740001,9760000,9749836,2108,1335,25.8101,10.7626,0.4114,0.169,0.1215
chr18,9745001,9765000,9754977,1957,1215,21.4308,11.2473,0.3116,0.1504,0.1008
chr18,9750001,9770000,9759847,1883,1184,22.8446,10.8277,0.3569,0.198,0.126
chr18,9755001,9775000,9764628,2014,1302,25.0757,11.8721,0.3574,0.2246,0.1369
chr18,9760001,9780000,9770047,1898,1211,21.4924,11.3127,0.3103,0.2038,0.1159
chr18,9765001,9785000,9775080,1998,1280,24.0297,10.0039,0.4121,0.2716,0.1631
chr18,9770001,9790000,9780107,2116,1345,21.0161,9.3632,0.3836,0.2076,0.1368
chr18,9775001,9795000,9784852,2009,1265,21.9672,9.617,0.391,0.2347,0.1508
chr18,9780001,9800000,9790221,2193,1401,24.297,9.7967,0.4253,0.2327,0.1577
chr18,9785001,9805000,9795156,2170,1418,28.0991,11.1095,0.4333,0.2347,0.1627
chr18,9790001,9810000,9800646,2245,1451,30.46,13.108,0.3983,0.2081,0.1477
chr18,9795001,9815000,9804484,2309,1481,28.8447,12.3888,0.3991,0.1566,0.1185
chr18,9800001,9820000,9809637,2123,1359,28.1631,10.1909,0.4686,0.16,0.1243
chr18,9805001,9825000,9814603,2148,1363,24.0018,11.3597,0.3575,0.1205,0.0889
chr18,9810001,9830000,9819531,1885,1212,21.9776,9.5289,0.3951,0.1167,0.0873
chr18,9815001,9835000,9825381,1993,1287,24.7989,11.1416,0.38,0.1499,0.1057
chr18,9820001,9840000,9830250,2066,1354,30.1158,12.3555,0.4182,0.1959,0.1315
chr18,9825001,9845000,9834964,1919,1249,41.2522,10.3963,0.5974,0.3091,0.2174
chr18,9830001,9850000,9839218,1976,1282,44.4755,12.6494,0.5571,0.3572,0.2314
chr18,9835001,9855000,9844141,1715,1101,41.3109,11.8258,0.5549,0.3641,0.2328
chr18,9840001,9860000,9849411,1524,965,36.6635,13.1095,0.4732,0.3408,0.2147
chr18,9845001,9865000,9855518,1691,1053,28.1955,15.6095,0.2873,0.1952,0.1144
chr18,9850001,9870000,9861010,1791,1129,28.2223,13.9609,0.3381,0.2182,0.1326
chr18,9855001,9875000,9865740,2054,1330,32.7916,15.4771,0.3587,0.2365,0.1398
chr18,9860001,9880000,9870027,2258,1477,32.184,13.9331,0.3958,0.224,0.1338
chr18,9865001,9885000,9875295,2361,1559,31.1763,12.8191,0.4173,0.2345,0.1375
chr18,9870001,9890000,9880111,2428,1584,31.9852,10.8268,0.4942,0.2628,0.1557
chr18,9875001,9895000,9884148,2144,1349,24.7039,9.1868,0.4579,0.2215,0.1348
chr18,9880001,9900000,9888978,2076,1281,21.7807,8.4456,0.4412,0.1642,0.1137
chr18,9885001,9905000,9895354,2036,1272,27.7637,7.89,0.5574,0.2199,0.163
chr18,9890001,9910000,9900869,1939,1229,26.2906,8.0676,0.5304,0.2126,0.1615
chr18,9895001,9915000,9905143,2209,1447,30.4801,7.013,0.6259,0.2546,0.195
chr18,9900001,9920000,9908325,1927,1277,31.0001,5.2173,0.7119,0.3952,0.2879
chr18,9905001,9925000,9914390,1821,1222,32.034,6.2224,0.6747,0.4105,0.262
chr18,9910001,9930000,9920327,1895,1263,35.2559,9.8404,0.5636,0.3679,0.2355
chr18,9915001,9935000,9925744,1663,1085,33.3025,10.093,0.5348,0.3628,0.2294
chr18,9920001,9940000,9929876,1995,1301,37.5434,13.0749,0.4834,0.3217,0.2
chr18,9925001,9945000,9934181,1795,1155,28.2722,10.9886,0.4402,0.2742,0.1848
chr18,9930001,9950000,9939708,1586,991,23.4157,7.5834,0.5107,0.2912,0.1975
chr18,9935001,9955000,9945150,1794,1135,25.249,8.4235,0.4997,0.2924,0.1921
chr18,9940001,9960000,9951139,1807,1131,20.7427,7.2838,0.4802,0.2675,0.1703
chr18,9945001,9965000,9955563,2019,1265,21.8317,10.1522,0.3652,0.2154,0.1311
chr18,9950001,9970000,9959250,2070,1299,23.3367,10.4328,0.3821,0.2388,0.145
chr18,9955001,9975000,9964129,1919,1209,20.9853,10.0233,0.3535,0.2089,0.1266
chr18,9960001,9980000,9969431,1815,1137,20.39,11.048,0.2972,0.1581,0.102
chr18,9965001,9985000,9975001,1717,1053,26.5666,8.7844,0.503,0.2737,0.1788
chr18,9970001,9990000,9979881,1678,1052,41.791,7.7535,0.687,0.4285,0.2352
chr18,9975001,9995000,9984584,1640,1035,57.7006,6.7819,0.7897,0.5424,0.2716
chr18,9980001,10000000,9989793,1607,1026,58.1672,5.4383,0.829,0.5305,0.2669
chr18,9985001,10005000,9995278,1628,1036,49.7676,5.0571,0.8155,0.4477,0.236
chr18,9990001,10010000,9999988,1625,1031,29.8012,6.5996,0.6374,0.2717,0.1606
chr18,9995001,10015000,10004918,1698,1104,23.3897,8.3615,0.4733,0.169,0.1199
chr18,10000001,10020000,10010349,1820,1187,19.6161,8.2255,0.4091,0.1075,0.0829
chr18,10005001,10025000,10015413,1797,1228,19.1788,9.9772,0.3156,0.0734,0.0559
chr18,10010001,10030000,10019773,1828,1233,25.5692,8.6156,0.4959,0.1169,0.0892
chr18,10015001,10035000,10024371,1754,1130,12.8503,6.599,0.3214,0.0428,0.0339
chr18,10020001,10040000,10029858,1614,1024,13.1572,7.7648,0.2577,0.0342,0.0267
chr18,10025001,10045000,10034745,1545,963,11.4184,6.7521,0.2568,0.0285,0.0229
chr18,10030001,10050000,10039683,1460,915,3.5852,8.1482,-0.3889,-0.0248,-0.0197
chr18,10035001,10055000,10044698,1440,916,3.6385,8.6455,-0.4076,-0.0279,-0.0222
chr18,10040001,10060000,10050425,1486,949,4.7886,7.837,-0.2415,-0.0202,-0.0159
chr18,10045001,10065000,10056006,1590,1007,6.1232,8.6801,-0.1727,-0.0193,-0.0148
chr18,10050001,10070000,10060773,1769,1128,8.6047,7.6121,0.0612,0.0084,0.0069
chr18,10055001,10075000,10065244,1889,1214,11.1976,9.7824,0.0675,0.0116,0.0092
chr18,10060001,10080000,10070371,1996,1256,12.9472,12.9384,0.0003,0.0001,0.0001
chr18,10065001,10085000,10074863,1964,1205,12.4672,11.6045,0.0358,0.0069,0.0054
chr18,10070001,10090000,10080190,2005,1237,15.7187,11.4144,0.1586,0.0344,0.0256
chr18,10075001,10095000,10085342,2110,1275,30.826,10.0091,0.5098,0.1596,0.1204
chr18,10080001,10100000,10090219,2015,1242,31.6939,5.9238,0.6851,0.22,0.1636
chr18,10085001,10105000,10094695,2043,1263,32.1841,5.133,0.7249,0.2749,0.1988
chr18,10090001,10110000,10100060,2065,1260,29.3383,5.521,0.6832,0.3382,0.2149
chr18,10095001,10115000,10105295,1984,1242,18.701,7.6201,0.421,0.2155,0.1117
chr18,10100001,10120000,10110433,2127,1328,18.8185,8.7282,0.3663,0.1453,0.0869
chr18,10105001,10125000,10115046,2197,1376,19.4576,9.98,0.322,0.1212,0.0755
chr18,10110001,10130000,10120027,2139,1353,19.1887,11.4396,0.253,0.0811,0.0579
chr18,10115001,10135000,10124700,2136,1338,16.5335,13.3339,0.1071,0.0322,0.0236
chr18,10120001,10140000,10129514,1968,1218,17.6966,13.2205,0.1448,0.0516,0.0361
chr18,10125001,10145000,10134864,1941,1213,20.0637,13.9957,0.1782,0.0672,0.047
chr18,10130001,10150000,10139825,1862,1151,18.5856,11.3689,0.2409,0.0895,0.0627
chr18,10135001,10155000,10145102,1845,1107,16.3865,6.2769,0.4461,0.1159,0.0874
chr18,10140001,10160000,10149454,1768,1109,10.8452,4.6457,0.4002,0.0733,0.0586
chr18,10145001,10165000,10155405,1791,1136,11.1302,2.4033,0.6448,0.0895,0.0746
chr18,10150001,10170000,10160116,1781,1151,12.7623,5.0867,0.43,0.0756,0.0615
chr18,10155001,10175000,10163079,1339,903,9.6011,4.2223,0.3891,0.0713,0.0596
chr18,10160001,10180000,10169348,1520,999,22.0527,7.8544,0.4747,0.1556,0.1065
chr18,10165001,10185000,10176014,1424,917,25.4287,9.0754,0.474,0.2064,0.1305
chr18,10170001,10190000,10182372,1556,954,32.3776,7.6191,0.619,0.309,0.1803
chr18,10175001,10195000,10184624,1876,1157,34.704,8.6244,0.6019,0.283,0.1691
chr18,10180001,10200000,10190176,1835,1128,24.3206,6.4702,0.5797,0.2139,0.1441
chr18,10185001,10205000,10194947,1846,1148,19.4987,5.523,0.5585,0.1525,0.1082
chr18,10190001,10210000,10200593,1750,1128,11.4943,5.1451,0.3816,0.0635,0.0509
chr18,10195001,10215000,10205198,1903,1253,18.809,6.4806,0.4875,0.1098,0.0858
chr18,10200001,10220000,10210486,1909,1247,20.5815,6.9391,0.4957,0.1232,0.0918
chr18,10205001,10225000,10214508,1801,1163,20.2964,7.322,0.4698,0.1332,0.0979
chr18,10210001,10230000,10220175,1959,1252,24.9186,9.2606,0.4581,0.1786,0.1221
chr18,10215001,10235000,10225730,2050,1260,30.7979,11.3975,0.4598,0.2047,0.1458
chr18,10220001,10240000,10229457,1818,1087,28.2522,9.5545,0.4946,0.2308,0.1736
chr18,10225001,10245000,10233258,1779,1066,28.624,8.1924,0.555,0.2613,0.1949
chr18,10230001,10250000,10239560,1637,944,22.5286,6.6329,0.5451,0.1975,0.1542
chr18,10235001,10255000,10244588,1193,698,7.3609,2.7077,0.4621,0.0823,0.0647
chr18,10240001,10260000,10250053,1274,769,9.4377,3.8788,0.4174,0.0771,0.0603
chr18,10245001,10265000,10254786,1347,831,6.5509,4.0126,0.2403,0.038,0.0294
chr18,10250001,10270000,10261907,1362,888,7.8903,3.8617,0.3428,0.0646,0.0495
chr18,10255001,10275000,10265857,1681,1082,11.8502,6.4685,0.2938,0.0784,0.0584
chr18,10260001,10280000,10269963,1710,1105,12.4073,7.1961,0.2658,0.0896,0.065
chr18,10265001,10285000,10275121,1884,1231,19.6173,10.1444,0.3183,0.1626,0.1015
chr18,10270001,10290000,10279795,1769,1145,27.0364,10.4462,0.4426,0.3179,0.1821
chr18,10275001,10295000,10285073,1763,1150,33.0928,8.8186,0.5792,0.4306,0.2274
chr18,10280001,10300000,10289623,1853,1198,36.021,8.4202,0.6211,0.5073,0.2221
chr18,10285001,10305000,10294536,1596,1013,32.5898,5.5948,0.707,0.5489,0.2387
chr18,10290001,10310000,10299561,1677,1056,26.8056,4.5808,0.7081,0.4344,0.1968
chr18,10295001,10315000,10304730,1573,968,19.5461,5.0554,0.589,0.2532,0.1364
chr18,10300001,10320000,10311135,1703,1057,15.8176,4.9891,0.5204,0.1455,0.1042
chr18,10305001,10325000,10315594,1974,1225,14.2347,6.2245,0.3915,0.0769,0.062
chr18,10310001,10330000,10320681,2117,1297,14.1425,7.7282,0.2933,0.0512,0.0425
chr18,10315001,10335000,10324458,2197,1341,14.9799,7.5097,0.3322,0.057,0.0463
chr18,10320001,10340000,10329038,1965,1171,12.6713,6.4659,0.3243,0.0521,0.0423
chr18,10325001,10345000,10333990,1771,1028,10.1033,5.4058,0.3029,0.0392,0.0325
chr18,10330001,10350000,10340030,1609,956,12.2181,5.1862,0.404,0.0637,0.0508
chr18,10335001,10355000,10345450,1600,955,15.7875,4.2124,0.5788,0.1102,0.0876
chr18,10340001,10360000,10350335,1676,1051,31.6209,3.8158,0.7846,0.2253,0.1683
chr18,10345001,10365000,10354805,1721,1149,37.8783,6.91,0.6914,0.299,0.1672
chr18,10350001,10370000,10360170,1773,1195,51.1096,14.6257,0.555,0.3589,0.145
chr18,10355001,10375000,10365068,1743,1170,53.8607,15.4487,0.5542,0.3859,0.1449
chr18,10360001,10380000,10370621,1876,1231,40.5869,18.5338,0.373,0.2715,0.0928
chr18,10365001,10385000,10375811,2104,1330,39.0371,16.9978,0.3933,0.2936,0.1116
chr18,10370001,10390000,10380513,2149,1352,25.3562,11.5998,0.3722,0.2176,0.1205
chr18,10375001,10395000,10384761,2280,1421,20.0628,11.8129,0.2588,0.1426,0.0899
chr18,10380001,10400000,10389145,2110,1289,18.3984,11.3528,0.2368,0.1441,0.0868
chr18,10385001,10405000,10394684,1946,1185,17.5113,12.3078,0.1745,0.1092,0.0623
chr18,10390001,10410000,10399585,1795,1066,14.5326,10.0629,0.1817,0.1155,0.0563
chr18,10395001,10415000,10405492,1790,1102,18.0022,11.4191,0.2238,0.1654,0.0764
chr18,10400001,10420000,10410588,1931,1248,24.9851,12.0345,0.3498,0.2655,0.1317
chr18,10405001,10425000,10415629,1987,1281,28.5268,12.4539,0.3922,0.3062,0.1613
chr18,10410001,10430000,10420249,2198,1457,31.1288,15.9851,0.3214,0.2664,0.1484
chr18,10415001,10435000,10424571,2045,1345,28.4901,15.2411,0.303,0.2536,0.1472
chr18,10420001,10440000,10430073,2105,1367,34.3825,14.9727,0.3933,0.297,0.1806
chr18,10425001,10445000,10434914,2044,1352,29.8855,11.5505,0.4425,0.2863,0.1889
chr18,10430001,10450000,10440172,1883,1212,29.7528,7.7956,0.5848,0.3429,0.2324
chr18,10435001,10455000,10444528,1957,1284,26.5839,7.5073,0.5596,0.3195,0.2155
chr18,10440001,10460000,10450592,1945,1303,16.3095,10.6098,0.2117,0.1041,0.07
chr18,10445001,10465000,10455703,2010,1347,18.7292,12.1509,0.213,0.1087,0.0707
chr18,10450001,10470000,10460260,2104,1398,17.5626,14.3846,0.0995,0.0448,0.0305
chr18,10455001,10475000,10465049,2234,1455,18.0298,15.1618,0.0864,0.0372,0.025
chr18,10460001,10480000,10470466,2267,1412,16.3435,10.6239,0.2121,0.0857,0.0559
chr18,10465001,10485000,10474806,2165,1327,11.7695,9.5002,0.1067,0.0338,0.0232
chr18,10470001,10490000,10479649,2173,1321,13.2917,7.7857,0.2612,0.0833,0.0583
chr18,10475001,10495000,10484060,1916,1149,11.9594,6.972,0.2634,0.085,0.0606
chr18,10480001,10500000,10490014,1764,1071,11.6637,7.6761,0.2062,0.0683,0.0514
chr18,10485001,10505000,10495353,1868,1104,13.6336,9.7112,0.168,0.0685,0.0469
chr18,10490001,10510000,10500966,1856,1120,14.4057,9.3441,0.2131,0.0839,0.0588
chr18,10495001,10515000,10505436,2133,1342,17.8331,9.3486,0.3121,0.1205,0.0849
chr18,10500001,10520000,10510083,2208,1395,23.272,8.4454,0.4675,0.1899,0.1346
chr18,10505001,10525000,10515095,2228,1408,23.6903,8.0514,0.4927,0.184,0.139
chr18,10510001,10530000,10519365,2121,1336,19.8432,8.4557,0.4024,0.1497,0.1099
chr18,10515001,10535000,10524901,2082,1260,20.0292,9.9699,0.3353,0.1131,0.0847
chr18,10520001,10540000,10529543,1887,1131,14.2352,8.6663,0.2432,0.0675,0.0527
chr18,10525001,10545000,10535507,1906,1171,14.3251,8.7547,0.2414,0.0685,0.0518
chr18,10530001,10550000,10539901,1909,1167,14.4505,7.5279,0.315,0.0845,0.0659
chr18,10535001,10555000,10545571,1852,1118,12.0092,4.951,0.4162,0.0925,0.0728
chr18,10540001,10560000,10549970,2035,1241,20.2942,7.942,0.4375,0.1287,0.0999
chr18,10545001,10565000,10555130,1917,1150,20.1521,6.7947,0.4957,0.1426,0.1137
chr18,10550001,10570000,10558252,1698,1018,17.6151,6.2821,0.4742,0.1219,0.0978
chr18,10555001,10575000,10563955,1637,1027,14.6572,5.7146,0.439,0.0873,0.0712
chr18,10560001,10580000,10569740,1471,927,8.4152,2.8302,0.4967,0.0625,0.0504
chr18,10565001,10585000,10575884,1473,969,9.1984,3.4353,0.4562,0.0603,0.0488
chr18,10570001,10590000,10580249,1777,1181,16.0274,5.8908,0.4625,0.0902,0.0707
chr18,10575001,10595000,10584327,1586,1051,17.7306,7.301,0.4167,0.1089,0.0835
chr18,10580001,10600000,10588641,1496,1005,14.4526,8.7907,0.2436,0.0635,0.048
chr18,10585001,10605000,10594578,1468,938,13.4395,7.6392,0.2752,0.0675,0.0509
chr18,10590001,10610000,10601450,1472,918,17.2439,5.4821,0.5175,0.1427,0.0973
chr18,10595001,10615000,10605765,1648,1031,16.9219,4.9613,0.5466,0.126,0.0891
chr18,10600001,10620000,10609007,1672,1029,18.1188,3.7063,0.6604,0.1518,0.1103
chr18,10605001,10625000,10614956,1785,1109,21.3295,5.5707,0.5858,0.1696,0.1169
chr18,10610001,10630000,10621089,1910,1223,15.102,7.9155,0.3122,0.0756,0.0572
chr18,10615001,10635000,10626092,2062,1283,17.5814,8.0866,0.3699,0.1062,0.0791
chr18,10620001,10640000,10629338,2121,1318,18.3632,11.4304,0.2327,0.0664,0.0484
chr18,10625001,10645000,10633841,1989,1245,17.3524,9.8692,0.2749,0.0685,0.0516
chr18,10630001,10650000,10638945,1723,1031,15.738,8.4153,0.3032,0.0779,0.0596
